,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
641,22,1.0,2.0,1.0,0.0,1.0,0.0,2,7,1,110,7,999,0,1,1.0,94.0,-43.0,5.0,5228.0,0
642,45,10.0,3.0,3.0,0.0,1.0,0.0,2,5,4,105,1,999,0,1,1.0,94.0,-36.0,5.0,5191.0,0
643,29,1.0,1.0,2.0,0.0,1.0,0.0,2,7,3,42,1,999,0,1,1.0,94.0,-43.0,5.0,5228.0,0
644,59,6.0,1.0,4.0,0.0,1.0,0.0,2,8,3,240,3,999,1,2,-3.0,92.0,-31.0,1.0,5076.0,0
645,55,9.0,3.0,5.0,0.0,0.0,0.0,2,6,1,228,2,999,0,1,1.0,94.0,-42.0,5.0,5228.0,0
646,32,1.0,1.0,3.2141296431172615,0.0,0.0,0.0,1,11,4,366,4,999,0,1,-0.0,93.0,-42.0,4.0,5196.0,0
647,49,1.0,3.0,3.2141296431172615,0.0,1.0,0.0,1,7,3,284,1,999,0,1,1.0,94.0,-43.0,5.0,5228.0,0
648,43,3.0,1.0,4.0,0.0,1.0,0.0,2,6,4,193,2,999,0,1,1.0,94.0,-42.0,5.0,5228.0,0
649,47,1.0,1.0,2.0,0.0,1.0,0.0,1,5,5,181,1,999,0,1,-2.0,93.0,-46.0,1.0,5099.0,0
650,41,1.0,3.0,1.0,0.0,1.0,0.0,1,5,4,102,1,999,0,1,-2.0,93.0,-46.0,1.0,5099.0,0
651,50,1.0,1.0,1.0,0.0,1.0,0.0,2,5,1,192,2,999,0,1,1.0,94.0,-36.0,5.0,5191.0,0
652,46,4.0,1.0,3.0,0.0,1.0,0.0,1,11,2,148,2,999,0,1,-0.0,93.0,-42.0,4.0,5196.0,0
653,32,2.0,1.0,2.0,0.0,1.0,1.0,2,5,3,184,9,999,0,1,1.0,94.0,-36.0,5.0,5191.0,0
654,47,9.0,2.0,5.0,0.0,1.0,1.0,1,7,1,431,3,999,0,1,1.0,94.0,-43.0,5.0,5228.0,0
655,54,3.0,1.0,3.0,0.0,0.0,1.0,2,5,4,82,2,999,0,1,1.0,94.0,-36.0,5.0,5191.0,0
656,29,6.0,1.0,3.0,0.0,0.0,0.0,1,4,1,135,3,999,1,2,-2.0,94.0,-35.0,1.0,5009.0,0
657,33,3.0,1.0,3.0,0.0,0.0,0.0,1,4,4,157,6,999,0,1,-2.0,94.0,-35.0,1.0,5009.0,0
658,31,8.0,2.0,3.0,0.0,0.0,0.0,1,7,5,608,3,6,2,3,-2.0,94.0,-40.0,1.0,4992.0,1
659,27,1.0,2.0,1.0,0.0,1.0,0.0,1,5,2,339,2,999,1,2,-2.0,93.0,-46.0,1.0,5099.0,0
660,25,8.0,2.0,2.0,0.0,0.0,0.0,1,11,4,244,1,999,0,1,-1.0,95.0,-51.0,1.0,4964.0,1
661,34,6.0,1.0,3.0,0.0,1.0,0.0,1,11,3,686,1,999,0,1,-0.0,93.0,-42.0,4.0,5196.0,1
662,35,3.0,1.0,2.0,0.0,0.0,0.0,2,5,1,165,5,999,0,1,1.0,94.0,-36.0,5.0,5191.0,0
663,37,2.0,1.0,1.0,0.0,1.0,0.0,2,5,3,211,1,999,0,1,-2.0,93.0,-46.0,1.0,5099.0,0
664,34,6.0,2.0,3.0,0.0,1.0,1.0,1,8,3,455,3,999,0,1,1.0,93.0,-36.0,5.0,5228.0,1
665,33,1.0,2.0,6.0,0.0,0.0,1.0,1,5,2,807,3,999,1,2,-2.0,93.0,-46.0,1.0,5099.0,0
666,54,5.0,1.0,2.0,0.0,1.0,0.0,1,8,4,204,4,999,0,1,1.0,93.0,-36.0,5.0,5228.0,0
667,30,1.0,1.0,1.0,0.0,1.0,0.0,1,11,3,175,1,999,1,2,-0.0,93.0,-42.0,4.0,5196.0,0
668,40,1.0,1.0,6.0,0.0,0.0,0.0,2,6,1,258,2,999,0,1,1.0,94.0,-42.0,5.0,5228.0,0
669,37,6.0,2.0,2.0,0.0,1.0,0.0,1,4,4,44,2,999,0,1,-2.0,93.0,-47.0,1.0,5099.0,0
670,34,10.0,3.0,3.0,0.0,1.0,1.0,1,4,5,73,1,999,0,1,-2.0,93.0,-47.0,1.0,5099.0,0
671,25,11.0,1.0,2.0,0.0,1.0,0.0,1,7,5,147,10,999,0,1,1.0,94.0,-43.0,5.0,5228.0,0
672,59,9.0,1.0,3.0,0.0,1.0,0.0,1,8,4,17,18,999,0,1,1.0,93.0,-36.0,5.0,5228.0,0
673,25,3.0,2.0,3.0,0.0,1.0,0.0,1,9,4,420,1,1,1,3,-3.0,92.0,-30.0,1.0,5018.0,0
674,58,11.0,1.0,3.0,0.0,1.0,0.0,1,11,4,344,2,999,0,1,-1.0,95.0,-51.0,1.0,4964.0,1
675,42,1.0,2.0,6.0,0.0,1.0,0.0,2,7,5,385,1,999,0,1,1.0,94.0,-43.0,5.0,5228.0,0
676,33,6.0,1.0,3.0,0.0,1.0,0.0,1,5,1,182,1,999,0,1,-2.0,93.0,-46.0,1.0,5099.0,0
677,50,1.0,1.0,6.0,0.0,1.0,0.0,1,8,5,80,1,999,0,1,1.0,93.0,-36.0,5.0,5228.0,0
678,39,1.0,1.0,5.0,0.0,0.0,0.0,2,5,4,393,1,999,0,1,1.0,94.0,-36.0,5.0,5191.0,0
679,30,6.0,2.0,2.0,0.0,0.0,0.0,1,8,1,638,4,999,0,1,1.0,93.0,-36.0,5.0,5228.0,1
680,33,7.0,1.0,2.0,0.0,1.0,0.0,2,5,3,641,1,999,0,1,1.0,94.0,-36.0,5.0,5191.0,0
681,33,7.0,1.0,3.0,0.0,0.0,0.0,2,5,5,21,1,999,0,1,1.0,94.0,-36.0,5.0,5191.0,0
682,41,6.0,1.0,4.0,0.0,1.0,0.0,2,5,3,446,2,999,0,1,1.0,94.0,-36.0,5.0,5191.0,0
683,36,7.0,1.0,3.0,0.0,1.0,0.0,2,5,5,170,4,999,0,1,1.0,94.0,-36.0,5.0,5191.0,0
684,44,4.0,1.0,3.0,0.0,1.0,1.0,1,11,4,96,1,999,0,1,-0.0,93.0,-42.0,4.0,5196.0,0
685,57,9.0,1.0,6.0,0.0,1.0,1.0,2,4,2,1348,4,999,0,1,-2.0,93.0,-47.0,1.0,5099.0,1
686,40,1.0,1.0,5.0,0.0,0.0,0.0,2,5,2,85,2,999,0,1,1.0,94.0,-36.0,5.0,5191.0,0
687,42,1.0,1.0,1.0,0.0,0.0,0.0,2,5,5,148,9,999,0,1,1.0,94.0,-36.0,5.0,5191.0,0
688,41,5.0,2.0,3.0,0.0,1.0,1.0,2,5,3,23,17,999,0,1,1.0,94.0,-36.0,5.0,5191.0,0
689,41,4.0,1.0,3.0,0.0,1.0,0.0,1,8,4,324,1,999,0,1,-2.0,94.0,-38.0,1.0,4992.0,1
690,33,2.0,1.0,4.0,0.0,1.0,1.0,1,8,4,331,1,999,0,1,1.0,93.0,-36.0,5.0,5228.0,0
691,32,6.0,2.0,2.0,0.0,0.0,0.0,2,7,3,40,5,999,0,1,1.0,94.0,-43.0,5.0,5228.0,0
692,45,11.0,1.0,3.0,0.0,0.0,0.0,2,5,2,550,2,999,0,1,1.0,94.0,-36.0,5.0,5191.0,0
693,29,6.0,2.0,3.0,0.0,0.0,0.0,1,6,4,442,3,999,0,1,-3.0,93.0,-41.0,1.0,5076.0,0
694,35,6.0,2.0,1.0,0.0,0.0,0.0,1,11,3,178,1,999,1,2,-0.0,93.0,-42.0,4.0,5196.0,0
695,35,3.0,1.0,3.0,0.0,1.0,0.0,1,9,3,110,2,18,2,2,-1.0,94.0,-38.0,1.0,4964.0,0
696,86,9.0,1.0,3.2141296431172615,0.0,1.0,1.0,1,9,2,211,1,7,4,3,-1.0,94.0,-38.0,1.0,4964.0,1
697,45,3.0,1.0,3.0,0.0,0.0,0.0,1,8,5,27,2,999,0,1,1.0,93.0,-36.0,5.0,5228.0,0
698,34,6.0,1.0,4.0,0.0,0.0,1.0,2,5,5,388,2,999,0,1,1.0,94.0,-36.0,5.0,5191.0,0
699,41,6.0,1.0,4.0,0.0,1.0,0.0,1,11,1,545,2,999,0,1,-1.0,95.0,-51.0,1.0,4964.0,1
700,50,1.0,1.0,6.0,0.0,1.0,0.0,1,5,3,146,1,999,1,2,-2.0,93.0,-46.0,1.0,5099.0,0
701,28,7.0,2.0,1.0,0.0,1.0,0.0,2,5,4,166,1,999,0,1,-2.0,93.0,-46.0,1.0,5099.0,0
702,33,3.0,1.0,3.0,0.0,1.0,0.0,2,5,4,139,2,999,0,1,1.0,94.0,-36.0,5.0,5191.0,0
703,42,6.0,1.0,3.0,0.0,1.0,0.0,1,5,3,301,1,999,0,1,-2.0,93.0,-46.0,1.0,5099.0,0
704,43,1.0,1.0,5.0,0.0,0.0,0.0,2,5,5,218,3,999,0,1,1.0,94.0,-36.0,5.0,5191.0,0
705,42,2.0,1.0,3.0,0.0,0.0,0.0,1,12,3,179,1,6,1,3,-3.0,93.0,-33.0,1.0,5024.0,1
706,56,1.0,1.0,6.0,0.0,0.0,1.0,1,8,4,360,1,999,0,1,1.0,93.0,-36.0,5.0,5228.0,0
707,29,8.0,2.0,3.0,0.0,1.0,0.0,1,7,4,489,1,999,0,1,1.0,94.0,-43.0,5.0,5228.0,0
708,31,10.0,2.0,2.0,0.0,1.0,0.0,1,7,3,125,3,999,0,1,1.0,94.0,-43.0,5.0,5228.0,0
709,31,3.0,2.0,2.0,0.0,1.0,0.0,1,7,4,304,2,999,0,1,1.0,94.0,-43.0,5.0,5228.0,0
710,28,1.0,1.0,6.0,0.0,0.0,0.0,1,5,2,189,1,999,0,1,-2.0,93.0,-46.0,1.0,5099.0,0
711,43,3.0,1.0,3.0,0.0,1.0,1.0,2,7,2,377,1,999,0,1,1.0,94.0,-43.0,5.0,5228.0,0
712,44,3.0,2.0,2.0,0.0,1.0,0.0,1,5,3,728,1,999,0,1,-2.0,93.0,-46.0,1.0,5099.0,0
713,43,3.0,1.0,2.0,0.0,1.0,0.0,1,7,1,128,22,999,0,1,1.0,94.0,-43.0,5.0,5228.0,0
714,41,9.0,2.0,6.0,0.0,1.0,0.0,1,10,5,278,1,999,0,1,-1.0,95.0,-50.0,1.0,4964.0,0
715,31,3.0,2.0,3.0,0.0,0.0,0.0,2,8,2,387,1,999,0,1,-3.0,92.0,-31.0,1.0,5076.0,0
716,59,3.0,1.0,3.0,0.0,1.0,1.0,2,5,4,29,9,999,0,1,1.0,94.0,-36.0,5.0,5191.0,0
717,32,10.0,2.0,3.0,0.0,1.0,0.0,1,7,2,71,4,999,0,1,1.0,94.0,-43.0,5.0,5228.0,0
718,24,8.0,2.0,2.0,0.0,0.0,0.0,1,6,2,292,1,999,1,2,-2.0,94.0,-40.0,1.0,4992.0,0
719,31,1.0,2.0,1.0,0.0,0.0,0.0,2,6,3,767,2,999,0,1,1.0,94.0,-42.0,5.0,5228.0,1
720,38,3.0,2.0,2.0,0.0,1.0,1.0,1,11,4,1476,4,999,0,1,-0.0,93.0,-42.0,4.0,5196.0,0
721,37,7.0,3.0,3.0,0.0,1.0,0.0,1,5,1,176,1,999,0,1,-2.0,93.0,-46.0,1.0,5099.0,0
722,33,3.0,1.0,3.0,0.0,1.0,0.0,2,7,5,52,4,999,0,1,1.0,94.0,-43.0,5.0,5228.0,0
723,27,3.0,2.0,3.0,0.0,1.0,1.0,1,7,1,150,4,999,0,1,1.0,94.0,-43.0,5.0,5228.0,0
724,34,2.0,1.0,2.0,0.0,0.0,0.0,2,5,4,285,1,999,0,1,1.0,94.0,-36.0,5.0,5191.0,0
725,46,5.0,1.0,5.0,0.0,1.0,0.0,1,11,2,32,1,999,1,2,-0.0,93.0,-42.0,4.0,5196.0,0
726,30,3.0,1.0,2.0,0.0,0.0,0.0,1,7,3,227,1,999,0,1,1.0,94.0,-43.0,5.0,5228.0,0
727,31,11.0,2.0,6.0,0.0,0.0,0.0,1,11,5,12,8,999,0,1,-0.0,93.0,-42.0,4.0,5196.0,0
728,56,7.0,1.0,3.0,0.0,0.0,1.0,2,5,3,171,1,999,0,1,1.0,94.0,-36.0,5.0,5191.0,0
729,52,2.0,1.0,2.0,0.0,0.0,0.0,1,7,3,183,1,999,0,1,1.0,94.0,-43.0,5.0,5228.0,0
730,30,6.0,1.0,4.0,0.0,1.0,0.0,2,7,4,501,2,999,0,1,1.0,94.0,-43.0,5.0,5228.0,0
731,34,1.0,1.0,5.0,0.0,0.0,0.0,2,6,5,381,3,999,0,1,1.0,94.0,-42.0,5.0,5228.0,0
732,31,3.0,1.0,2.0,0.0,0.0,0.0,1,10,4,142,1,999,0,1,-3.0,92.0,-27.0,1.0,5018.0,1
733,33,3.0,1.0,3.0,0.0,1.0,0.0,1,11,5,482,1,12,1,3,-1.0,95.0,-51.0,1.0,4964.0,1
734,33,3.0,2.0,3.0,0.0,1.0,1.0,2,4,3,117,1,999,0,1,-2.0,93.0,-47.0,1.0,5099.0,0
735,30,6.0,2.0,3.0,0.0,1.0,0.0,1,8,1,14,13,999,0,1,1.0,93.0,-36.0,5.0,5228.0,0
736,28,3.0,2.0,3.0,0.0,0.0,0.0,1,4,5,69,1,999,0,1,-2.0,93.0,-47.0,1.0,5099.0,0
737,24,6.0,2.0,4.0,0.0,0.0,0.0,2,5,2,240,4,999,0,1,-2.0,93.0,-46.0,1.0,5099.0,0
738,41,1.0,1.0,6.0,0.0,1.0,1.0,1,5,3,389,2,999,0,1,-2.0,93.0,-46.0,1.0,5099.0,0
739,26,3.0,1.0,2.0,0.0,0.0,0.0,2,5,4,326,4,999,0,1,1.0,94.0,-36.0,5.0,5191.0,0
740,40,3.0,1.0,3.2141296431172615,0.0,0.0,0.0,2,5,4,387,4,999,0,1,1.0,94.0,-36.0,5.0,5191.0,0
741,45,10.0,2.0,6.0,0.0,0.0,0.0,2,9,1,569,4,999,0,1,-3.0,92.0,-30.0,1.0,5018.0,1
742,42,3.0,1.0,3.0,0.0,1.0,0.0,2,6,4,160,2,999,0,1,1.0,94.0,-42.0,5.0,5228.0,0
743,41,6.0,1.0,2.0,0.0,0.0,0.0,1,8,1,697,2,999,0,1,1.0,93.0,-36.0,5.0,5228.0,1
744,56,7.0,3.0,1.0,0.0,1.0,0.0,2,5,4,313,2,999,0,1,1.0,94.0,-36.0,5.0,5191.0,0
745,25,6.0,2.0,2.0,0.0,1.0,0.0,1,5,5,581,3,999,2,2,-2.0,94.0,-40.0,1.0,5009.0,0
746,25,1.0,2.0,2.0,0.0,1.0,0.0,1,5,1,23,1,999,0,1,-2.0,93.0,-46.0,1.0,5099.0,0
747,33,3.0,2.0,2.0,0.0,1.0,0.0,1,5,2,659,1,999,0,1,-2.0,93.0,-46.0,1.0,5099.0,0
748,34,6.0,1.0,1.0,0.0,0.0,0.0,1,5,1,103,1,999,0,1,-2.0,93.0,-46.0,1.0,5099.0,0
749,36,6.0,2.0,2.0,0.0,1.0,0.0,1,7,3,243,1,999,1,2,-3.0,92.0,-34.0,1.0,5076.0,0
750,75,9.0,1.0,3.0,0.0,1.0,0.0,1,7,4,229,1,999,2,2,-2.0,94.0,-40.0,1.0,4992.0,1
751,38,7.0,1.0,3.0,0.0,0.0,1.0,1,11,5,79,1,999,0,1,-0.0,93.0,-42.0,4.0,5196.0,0
752,28,8.0,2.0,3.2141296431172615,0.0,1.0,0.0,1,8,4,111,1,999,1,2,-3.0,92.0,-31.0,1.0,5076.0,0
753,56,9.0,1.0,6.0,0.0,1.0,0.0,1,8,3,102,1,999,0,1,1.0,93.0,-36.0,5.0,5228.0,0
754,58,1.0,1.0,4.0,0.0,0.0,0.0,2,6,5,15,12,999,0,1,1.0,94.0,-42.0,5.0,5228.0,0
755,30,1.0,2.0,3.2141296431172615,0.0,1.0,1.0,2,5,1,408,1,999,0,1,1.0,94.0,-36.0,5.0,5191.0,0
756,48,3.0,1.0,3.0,0.0,1.0,0.0,1,8,2,286,1,999,0,1,1.0,93.0,-36.0,5.0,5228.0,0
757,30,3.0,1.0,2.0,0.0,1.0,0.0,1,7,5,53,6,999,0,1,1.0,94.0,-43.0,5.0,5228.0,0
758,43,3.0,1.0,2.0,0.0,1.0,0.0,2,5,3,164,2,999,0,1,1.0,94.0,-36.0,5.0,5191.0,0
759,33,3.0,2.0,3.0,0.0,0.0,0.0,1,5,1,305,2,999,0,1,-2.0,93.0,-46.0,1.0,5099.0,0
760,36,6.0,1.0,5.0,0.0,0.0,0.0,1,4,1,316,2,999,1,2,-2.0,93.0,-47.0,1.0,5099.0,0
761,54,9.0,2.0,2.0,0.0,1.0,0.0,1,7,4,577,3,999,0,1,1.0,94.0,-43.0,5.0,5228.0,0
762,29,1.0,2.0,2.0,0.0,1.0,0.0,1,7,5,90,1,999,0,1,1.0,94.0,-43.0,5.0,5228.0,0
763,28,3.0,2.0,3.0,0.0,1.0,1.0,1,12,5,454,6,999,1,2,-3.0,93.0,-33.0,1.0,5024.0,0
764,59,9.0,3.0,4.0,0.0,0.0,0.0,1,5,3,69,1,999,0,1,-2.0,93.0,-46.0,1.0,5099.0,0
765,45,1.0,1.0,1.0,0.0,1.0,0.0,1,4,2,427,4,999,1,2,-2.0,93.0,-47.0,1.0,5099.0,0
766,32,6.0,2.0,3.0,0.0,1.0,0.0,1,8,3,25,13,999,0,1,1.0,93.0,-36.0,5.0,5228.0,0
767,55,9.0,3.0,4.0,0.0,0.0,1.0,2,5,3,217,2,999,0,1,1.0,94.0,-36.0,5.0,5191.0,0
768,29,3.0,2.0,3.0,0.0,0.0,0.0,1,8,4,139,1,999,0,1,1.0,93.0,-36.0,5.0,5228.0,0
769,31,6.0,1.0,4.0,0.0,0.0,0.0,2,5,3,257,2,999,0,1,1.0,94.0,-36.0,5.0,5191.0,0
770,34,6.0,1.0,2.0,0.0,1.0,0.0,1,8,5,107,1,999,0,1,1.0,93.0,-36.0,5.0,5228.0,0
771,25,6.0,3.0,3.0,0.0,1.0,0.0,2,6,1,214,2,999,0,1,1.0,94.0,-42.0,5.0,5228.0,0
772,35,1.0,1.0,1.0,0.0,1.0,0.0,1,12,4,105,1,4,3,3,-3.0,93.0,-33.0,1.0,5024.0,0
773,49,6.0,1.0,1.0,0.0,1.0,0.0,2,5,1,146,6,999,0,1,1.0,94.0,-36.0,5.0,5191.0,0
774,35,1.0,1.0,1.0,0.0,1.0,0.0,2,7,4,19,1,999,0,1,1.0,94.0,-43.0,5.0,5228.0,0
775,36,3.0,1.0,3.0,0.0,0.0,0.0,1,5,2,65,1,999,1,2,-2.0,93.0,-46.0,1.0,5099.0,0
776,29,6.0,2.0,3.0,0.0,1.0,1.0,1,11,4,281,2,999,0,1,-0.0,93.0,-42.0,4.0,5196.0,0
777,30,3.0,2.0,2.0,0.0,1.0,0.0,1,11,2,229,2,999,0,1,-0.0,93.0,-42.0,4.0,5196.0,0
778,24,8.0,1.0,3.0,0.0,0.0,0.0,1,7,2,114,1,999,0,1,1.0,94.0,-43.0,5.0,5228.0,0
779,47,3.0,2.0,3.0,0.0,1.0,0.0,1,6,1,243,4,999,0,1,-3.0,93.0,-41.0,1.0,5076.0,1
780,32,1.0,1.0,6.0,0.0,0.0,1.0,1,5,4,80,4,999,0,1,-2.0,93.0,-46.0,1.0,5099.0,0
781,34,6.0,2.0,4.0,0.0,0.0,0.0,1,8,1,468,1,999,0,1,1.0,93.0,-36.0,5.0,5228.0,0
782,34,3.0,2.0,3.0,0.0,0.0,0.0,1,5,5,101,4,999,1,2,-2.0,93.0,-46.0,1.0,5099.0,0
783,39,6.0,1.0,4.0,0.0,0.0,0.0,2,6,2,83,2,999,0,1,1.0,94.0,-42.0,5.0,5228.0,0
784,47,1.0,1.0,1.0,0.0,1.0,1.0,1,5,3,74,6,999,2,2,-2.0,93.0,-46.0,1.0,5099.0,0
785,32,6.0,1.0,2.0,0.0,1.0,0.0,1,5,2,67,1,999,0,1,-2.0,93.0,-46.0,1.0,5099.0,0
786,29,6.0,2.0,3.0,0.0,1.0,0.0,1,7,3,438,1,999,0,1,1.0,94.0,-43.0,5.0,5228.0,0
787,57,9.0,1.0,3.0,0.0,1.0,0.0,2,6,5,12,5,999,0,1,1.0,94.0,-42.0,5.0,5228.0,0
788,49,7.0,1.0,2.0,0.0,0.0,0.0,1,11,3,582,1,999,0,1,-0.0,93.0,-42.0,4.0,5196.0,0
789,42,6.0,1.0,4.0,0.0,1.0,0.0,1,7,4,721,10,999,0,1,1.0,94.0,-43.0,5.0,5228.0,0
790,29,3.0,2.0,3.0,0.0,1.0,0.0,1,8,5,142,2,999,0,1,1.0,93.0,-36.0,5.0,5228.0,0
791,34,6.0,1.0,4.0,0.0,1.0,1.0,2,5,5,224,3,999,0,1,1.0,94.0,-36.0,5.0,5191.0,0
792,51,4.0,3.0,3.0,0.0,1.0,0.0,1,5,1,212,1,999,0,1,-2.0,93.0,-46.0,1.0,5099.0,0
793,47,1.0,3.0,1.0,0.0,0.0,0.0,1,5,2,295,1,999,0,1,-2.0,93.0,-46.0,1.0,5099.0,0
794,53,6.0,1.0,4.0,0.0,1.0,0.0,2,3,1,247,5,999,2,2,-2.0,93.0,-35.0,1.0,5009.0,0
795,28,6.0,1.0,1.0,0.0,1.0,0.0,1,7,1,236,2,999,0,1,1.0,94.0,-43.0,5.0,5228.0,0
796,27,6.0,2.0,3.0,0.0,1.0,0.0,1,10,3,184,1,999,1,2,-1.0,95.0,-50.0,1.0,4964.0,1
797,23,3.0,2.0,3.0,0.0,1.0,0.0,1,7,3,104,1,999,2,2,-2.0,94.0,-40.0,1.0,4992.0,0
798,30,8.0,2.0,2.0,0.0,0.0,0.0,1,8,4,200,1,999,1,2,-2.0,94.0,-38.0,1.0,4992.0,0
799,42,1.0,1.0,5.0,0.0,1.0,0.0,1,5,3,172,1,999,0,1,-2.0,93.0,-46.0,1.0,5099.0,0
800,38,3.0,2.0,3.0,0.0,1.0,0.0,2,6,3,190,2,999,0,1,1.0,94.0,-42.0,5.0,5228.0,0
801,29,3.0,1.0,3.0,0.0,1.0,1.0,1,4,1,245,1,999,0,1,-2.0,93.0,-47.0,1.0,5099.0,0
802,44,10.0,1.0,6.0,0.0,1.0,0.0,1,5,3,31,1,999,1,2,-2.0,93.0,-46.0,1.0,5099.0,0
803,59,9.0,1.0,2.0,0.0,1.0,0.0,2,8,4,204,2,999,0,1,1.0,93.0,-36.0,5.0,5228.0,0
804,45,7.0,2.0,1.0,0.0,1.0,0.0,1,11,4,165,3,999,1,2,-0.0,93.0,-42.0,4.0,5196.0,0
805,51,7.0,1.0,3.0,0.0,0.0,1.0,2,6,4,93,1,999,0,1,1.0,94.0,-42.0,5.0,5228.0,0
806,28,2.0,1.0,2.0,0.0,1.0,1.0,2,5,1,114,2,999,0,1,1.0,94.0,-36.0,5.0,5191.0,0
807,29,6.0,1.0,3.0,0.0,1.0,1.0,1,8,3,94,2,999,0,1,1.0,93.0,-36.0,5.0,5228.0,0
808,28,6.0,2.0,4.0,0.0,1.0,0.0,1,4,4,477,2,999,1,2,-2.0,93.0,-47.0,1.0,5099.0,0
809,29,6.0,2.0,4.0,0.0,1.0,0.0,1,5,3,231,2,999,0,1,-2.0,93.0,-46.0,1.0,5099.0,0
810,40,3.0,2.0,2.0,0.0,1.0,0.0,2,6,1,142,3,999,0,1,1.0,94.0,-42.0,5.0,5228.0,0
811,43,1.0,1.0,6.0,0.0,1.0,0.0,1,5,1,221,2,999,0,1,-2.0,93.0,-46.0,1.0,5099.0,0
812,54,7.0,1.0,3.0,0.0,0.0,1.0,1,7,2,218,1,999,0,1,1.0,94.0,-43.0,5.0,5228.0,0
813,42,3.0,1.0,3.0,0.0,1.0,0.0,1,5,1,370,5,999,0,1,-2.0,93.0,-46.0,1.0,5099.0,0
814,55,2.0,1.0,2.0,0.0,0.0,0.0,1,5,1,336,1,999,1,2,-2.0,93.0,-46.0,1.0,5099.0,0
815,49,1.0,2.0,6.0,0.0,0.0,0.0,1,7,3,121,1,999,0,1,1.0,94.0,-43.0,5.0,5228.0,0
816,52,2.0,1.0,4.0,0.0,1.0,1.0,1,8,1,84,3,999,0,1,1.0,93.0,-36.0,5.0,5228.0,0
817,32,3.0,1.0,2.0,0.0,0.0,0.0,1,8,5,52,8,999,0,1,1.0,93.0,-36.0,5.0,5228.0,0
818,23,3.0,2.0,3.0,0.0,1.0,1.0,2,7,1,69,3,999,0,1,1.0,94.0,-43.0,5.0,5228.0,0
819,34,6.0,1.0,4.0,0.0,1.0,1.0,1,11,4,42,7,999,0,1,-0.0,93.0,-42.0,4.0,5196.0,0
820,36,2.0,1.0,2.0,0.0,0.0,0.0,1,7,3,98,3,999,0,1,1.0,94.0,-43.0,5.0,5228.0,0
821,54,3.0,2.0,3.0,0.0,0.0,0.0,1,8,4,218,2,999,0,1,1.0,93.0,-36.0,5.0,5228.0,0
822,39,2.0,3.0,1.0,0.0,1.0,0.0,2,5,4,51,1,999,0,1,1.0,94.0,-36.0,5.0,5191.0,0
823,50,10.0,3.0,6.0,0.0,0.0,0.0,2,9,2,57,1,999,0,1,-1.0,94.0,-38.0,1.0,4964.0,0
824,30,2.0,2.0,2.0,0.0,1.0,0.0,1,6,1,181,2,999,0,1,-3.0,93.0,-41.0,1.0,5076.0,1
825,27,1.0,1.0,1.0,0.0,0.0,1.0,2,5,4,1170,1,999,0,1,1.0,94.0,-36.0,5.0,5191.0,0
826,32,3.0,3.0,3.0,0.0,1.0,0.0,2,5,4,147,4,999,0,1,1.0,94.0,-36.0,5.0,5191.0,0
827,54,6.0,1.0,3.0,0.0,0.0,0.0,2,6,1,71,4,999,0,1,1.0,94.0,-42.0,5.0,5228.0,0
828,40,1.0,1.0,6.0,0.0,1.0,0.0,2,7,3,135,1,999,0,1,1.0,94.0,-43.0,5.0,5228.0,0
829,50,1.0,1.0,4.0,0.0,1.0,0.0,1,5,4,157,1,999,1,2,-2.0,93.0,-46.0,1.0,5099.0,0
830,35,6.0,2.0,4.0,0.0,1.0,0.0,1,5,1,146,2,999,0,1,-2.0,93.0,-46.0,1.0,5099.0,0
831,26,3.0,2.0,3.0,0.0,1.0,0.0,1,9,2,355,1,999,1,2,-1.0,94.0,-38.0,1.0,4964.0,0
832,45,3.0,2.0,3.0,0.0,1.0,0.0,1,8,3,99,1,999,0,1,1.0,93.0,-36.0,5.0,5228.0,0
833,28,6.0,1.0,2.0,0.0,0.0,0.0,2,5,2,180,1,999,0,1,1.0,94.0,-36.0,5.0,5191.0,0
834,28,1.0,2.0,6.0,0.0,1.0,0.0,2,5,1,101,2,999,0,1,1.0,94.0,-36.0,5.0,5191.0,0
835,50,6.0,1.0,4.0,0.0,0.0,0.0,2,5,5,121,2,999,0,1,1.0,94.0,-36.0,5.0,5191.0,0
836,31,1.0,1.0,5.0,0.0,1.0,0.0,2,6,5,55,12,999,0,1,1.0,94.0,-42.0,5.0,5228.0,0
837,34,3.0,2.0,3.0,0.0,0.0,0.0,1,8,5,114,1,999,0,1,1.0,93.0,-36.0,5.0,5228.0,0
838,56,1.0,1.0,6.0,0.0,0.0,0.0,1,7,2,368,5,999,0,1,1.0,94.0,-43.0,5.0,5228.0,0
839,29,4.0,1.0,6.0,0.0,0.0,0.0,1,7,2,103,4,999,0,1,1.0,94.0,-43.0,5.0,5228.0,0
840,58,3.0,1.0,3.0,0.0,0.0,0.0,1,8,3,233,2,999,0,1,1.0,93.0,-36.0,5.0,5228.0,0
841,46,1.0,1.0,6.0,0.0,0.0,0.0,1,5,1,471,3,999,0,1,-2.0,93.0,-46.0,1.0,5099.0,0
842,35,1.0,3.0,1.0,0.0,0.0,1.0,2,5,2,131,1,999,0,1,1.0,94.0,-36.0,5.0,5191.0,0
